constraint_id,mine_id,equipment_id,week_start,constraint_type,capacity_value,unit,update_date,remarks
C00237-2,MINE_2,EQ018-2,2021-08-22,Hauling Capacity,500,ton/day,2021-08-28,Kemacetan hauling
C00238-1,MINE_1,EQ050-1,2021-08-22,Excavator Capacity,959,ton/day,2021-08-25,Alur produksi lancar
C00239-3,MINE_3,EQ046-3,2021-08-22,Hauling Capacity,500,ton/day,2021-08-25,Kerusakan mekanis
C00240-3,MINE_3,EQ009-3,2021-09-01,Excavator Capacity,500,ton/day,2021-09-07,Material basah
C00241-1,MINE_1,EQ032-1,2021-09-01,Hauling Capacity,500,ton/day,2021-09-03,Akses terhambat
C00242-2,MINE_2,EQ018-2,2021-09-01,Hauling Capacity,500,ton/day,2021-09-01,Jalan rusak
C00243-1,MINE_1,EQ005-1,2021-09-08,Excavator Capacity,500,ton/day,2021-09-08,Curah hujan tinggi
C00244-3,MINE_3,EQ039-3,2021-09-08,Crusher Capacity,500,ton/day,2021-09-12,Perbaikan alat
C00245-2,MINE_2,EQ049-2,2021-09-08,Excavator Capacity,500,ton/day,2021-09-08,Curah hujan tinggi
C00246-3,MINE_3,EQ009-3,2021-09-15,Excavator Capacity,500,ton/day,2021-09-19,Cuaca kurang mendukung
C00247-2,MINE_2,EQ049-2,2021-09-15,Hauling Capacity,500,ton/day,2021-09-20,Akses terhambat
C00248-1,MINE_1,EQ016-1,2021-09-15,Excavator Capacity,500,ton/day,2021-09-20,Cuaca kurang mendukung
C00249-1,MINE_1,EQ005-1,2021-09-22,Hauling Capacity,500,ton/day,2021-09-26,Akses terhambat
C00250-3,MINE_3,EQ021-3,2021-09-22,Excavator Capacity,500,ton/day,2021-09-22,Material basah
C00251-2,MINE_2,EQ029-2,2021-09-22,Crusher Capacity,500,ton/day,2021-09-25,Perbaikan alat
C00252-1,MINE_1,EQ050-1,2021-10-01,Excavator Capacity,500,ton/day,2021-10-07,Cuaca kurang mendukung
C00253-3,MINE_3,EQ046-3,2021-10-01,Hauling Capacity,500,ton/day,2021-10-07,Kemacetan hauling
C00254-2,MINE_2,EQ001-2,2021-10-01,Hauling Capacity,500,ton/day,2021-10-02,Perbaikan alat
C00255-3,MINE_3,EQ031-3,2021-10-08,Excavator Capacity,500,ton/day,2021-10-14,Material basah
C00256-1,MINE_1,EQ016-1,2021-10-08,Excavator Capacity,500,ton/day,2021-10-10,Cuaca kurang mendukung
C00257-2,MINE_2,EQ025-2,2021-10-08,Hauling Capacity,500,ton/day,2021-10-13,Akses terhambat
C00258-3,MINE_3,EQ021-3,2021-10-15,Hauling Capacity,500,ton/day,2021-10-15,Kemacetan hauling
C00259-2,MINE_2,EQ019-2,2021-10-15,Excavator Capacity,500,ton/day,2021-10-20,Cuaca kurang mendukung
C00260-1,MINE_1,EQ027-1,2021-10-15,Excavator Capacity,500,ton/day,2021-10-20,Curah hujan tinggi
C00261-3,MINE_3,EQ031-3,2021-10-22,Hauling Capacity,500,ton/day,2021-10-28,Jalan rusak
C00262-2,MINE_2,EQ004-2,2021-10-22,Excavator Capacity,500,ton/day,2021-10-24,Curah hujan tinggi
C00263-1,MINE_1,EQ041-1,2021-10-22,Hauling Capacity,500,ton/day,2021-10-25,Akses terhambat
C00264-3,MINE_3,EQ009-3,2021-11-01,Excavator Capacity,500,ton/day,2021-11-04,Curah hujan tinggi
C00265-2,MINE_2,EQ024-2,2021-11-01,Hauling Capacity,500,ton/day,2021-11-07,Kemacetan hauling
C00266-1,MINE_1,EQ043-1,2021-11-01,Hauling Capacity,500,ton/day,2021-11-06,Akses terhambat
C00267-1,MINE_1,EQ043-1,2021-11-08,Excavator Capacity,500,ton/day,2021-11-11,Kerusakan mekanis
C00268-2,MINE_2,EQ042-2,2021-11-08,Excavator Capacity,882,ton/day,2021-11-13,Kondisi lapangan kurang optimal
C00269-3,MINE_3,EQ031-3,2021-11-08,Excavator Capacity,500,ton/day,2021-11-10,Material basah
C00270-3,MINE_3,EQ021-3,2021-11-15,Excavator Capacity,500,ton/day,2021-11-19,Material basah
C00271-2,MINE_2,EQ029-2,2021-11-15,Excavator Capacity,500,ton/day,2021-11-17,Material basah
C00272-1,MINE_1,EQ005-1,2021-11-15,Excavator Capacity,500,ton/day,2021-11-19,Curah hujan tinggi
C00273-2,MINE_2,EQ029-2,2021-11-22,Excavator Capacity,500,ton/day,2021-11-23,Material basah
C00274-3,MINE_3,EQ046-3,2021-11-22,Excavator Capacity,500,ton/day,2021-11-27,Curah hujan tinggi
C00275-1,MINE_1,EQ047-1,2021-11-22,Hauling Capacity,500,ton/day,2021-11-23,Jalan rusak
C00276-1,MINE_1,EQ006-1,2021-12-01,Excavator Capacity,500,ton/day,2021-12-05,Material basah
C00277-2,MINE_2,EQ004-2,2021-12-01,Hauling Capacity,500,ton/day,2021-12-02,Kemacetan hauling
C00278-3,MINE_3,EQ031-3,2021-12-01,Excavator Capacity,500,ton/day,2021-12-02,Cuaca kurang mendukung
C00279-1,MINE_1,EQ020-1,2021-12-08,Hauling Capacity,500,ton/day,2021-12-09,Perbaikan alat
C00280-2,MINE_2,EQ004-2,2021-12-08,Excavator Capacity,500,ton/day,2021-12-10,Material basah
C00281-3,MINE_3,EQ021-3,2021-12-08,Hauling Capacity,500,ton/day,2021-12-09,Kemacetan hauling
C00282-2,MINE_2,EQ028-2,2021-12-15,Hauling Capacity,500,ton/day,2021-12-18,Kemacetan hauling
C00283-3,MINE_3,EQ031-3,2021-12-15,Excavator Capacity,500,ton/day,2021-12-20,Cuaca kurang mendukung
C00284-1,MINE_1,EQ027-1,2021-12-15,Excavator Capacity,500,ton/day,2021-12-20,Material basah
C00285-3,MINE_3,EQ021-3,2021-12-22,Excavator Capacity,500,ton/day,2021-12-25,Cuaca kurang mendukung
C00286-1,MINE_1,EQ045-1,2021-12-22,Hauling Capacity,500,ton/day,2021-12-27,Akses terhambat
C00287-2,MINE_2,EQ040-2,2021-12-22,Crusher Capacity,500,ton/day,2021-12-23,Produksi tertunda
C00288-4,MINE_4,EQ010-4,2022-01-01,Hauling Capacity,500,ton/day,2022-01-01,Akses terhambat
C00289-3,MINE_3,EQ031-3,2022-01-01,Excavator Capacity,500,ton/day,2022-01-01,Material basah
C00290-2,MINE_2,EQ028-2,2022-01-01,Hauling Capacity,500,ton/day,2022-01-04,Akses terhambat
C00291-1,MINE_1,EQ015-1,2022-01-01,Excavator Capacity,500,ton/day,2022-01-04,Material basah
C00292-3,MINE_3,EQ021-3,2022-01-08,Hauling Capacity,500,ton/day,2022-01-08,Kemacetan hauling
C00293-2,MINE_2,EQ018-2,2022-01-08,Hauling Capacity,500,ton/day,2022-01-08,Kemacetan hauling
C00294-4,MINE_4,EQ003-4,2022-01-08,Hauling Capacity,500,ton/day,2022-01-14,Kemacetan hauling
C00295-1,MINE_1,EQ033-1,2022-01-08,Crusher Capacity,500,ton/day,2022-01-08,Perbaikan alat
C00296-3,MINE_3,EQ021-3,2022-01-15,Crusher Capacity,500,ton/day,2022-01-19,Maintenance unit
C00297-2,MINE_2,EQ040-2,2022-01-15,Excavator Capacity,500,ton/day,2022-01-15,Cuaca kurang mendukung
C00298-1,MINE_1,EQ033-1,2022-01-15,Hauling Capacity,500,ton/day,2022-01-21,Jalan rusak
C00299-4,MINE_4,EQ010-4,2022-01-15,Hauling Capacity,500,ton/day,2022-01-17,Akses terhambat
C00300-1,MINE_1,EQ045-1,2022-01-22,Hauling Capacity,500,ton/day,2022-01-23,Maintenance unit
C00301-2,MINE_2,EQ029-2,2022-01-22,Excavator Capacity,500,ton/day,2022-01-23,Cuaca kurang mendukung
C00302-3,MINE_3,EQ046-3,2022-01-22,Excavator Capacity,510,ton/day,2022-01-28,Material basah
C00303-4,MINE_4,EQ026-4,2022-01-22,Hauling Capacity,500,ton/day,2022-01-23,Akses terhambat
C00304-1,MINE_1,EQ023-1,2022-02-01,Crusher Capacity,500,ton/day,2022-02-07,Kerusakan mekanis
C00305-4,MINE_4,EQ010-4,2022-02-01,Hauling Capacity,500,ton/day,2022-02-04,Akses terhambat
C00306-2,MINE_2,EQ029-2,2022-02-01,Excavator Capacity,500,ton/day,2022-02-05,Maintenance unit
C00307-3,MINE_3,EQ021-3,2022-02-01,Excavator Capacity,500,ton/day,2022-02-03,Cuaca kurang mendukung
C00308-4,MINE_4,EQ036-4,2022-02-08,Hauling Capacity,500,ton/day,2022-02-12,Maintenance unit
C00309-2,MINE_2,EQ025-2,2022-02-08,Hauling Capacity,500,ton/day,2022-02-14,Kemacetan hauling
C00310-3,MINE_3,EQ039-3,2022-02-08,Hauling Capacity,500,ton/day,2022-02-12,Akses terhambat
C00311-1,MINE_1,EQ047-1,2022-02-08,Hauling Capacity,500,ton/day,2022-02-08,Kemacetan hauling
C00312-2,MINE_2,EQ028-2,2022-02-15,Excavator Capacity,500,ton/day,2022-02-18,Cuaca kurang mendukung
C00313-4,MINE_4,EQ036-4,2022-02-15,Excavator Capacity,500,ton/day,2022-02-19,Cuaca kurang mendukung
C00314-1,MINE_1,EQ050-1,2022-02-15,Hauling Capacity,500,ton/day,2022-02-20,Jalan rusak
C00315-3,MINE_3,EQ031-3,2022-02-15,Excavator Capacity,500,ton/day,2022-02-20,Curah hujan tinggi
C00316-2,MINE_2,EQ049-2,2022-02-22,Hauling Capacity,500,ton/day,2022-02-25,Akses terhambat
C00317-1,MINE_1,EQ047-1,2022-02-22,Hauling Capacity,500,ton/day,2022-02-26,Akses terhambat
C00318-4,MINE_4,EQ026-4,2022-02-22,Hauling Capacity,500,ton/day,2022-02-27,Kemacetan hauling
C00319-3,MINE_3,EQ009-3,2022-02-22,Excavator Capacity,500,ton/day,2022-02-22,Material basah
C00320-3,MINE_3,EQ031-3,2022-03-01,Excavator Capacity,500,ton/day,2022-03-07,Curah hujan tinggi
C00321-2,MINE_2,EQ004-2,2022-03-01,Hauling Capacity,538,ton/day,2022-03-02,Jalan rusak
C00322-1,MINE_1,EQ041-1,2022-03-01,Hauling Capacity,500,ton/day,2022-03-01,Akses terhambat
C00323-4,MINE_4,EQ013-4,2022-03-01,Hauling Capacity,500,ton/day,2022-03-07,Produksi tertunda
C00324-1,MINE_1,EQ045-1,2022-03-08,Hauling Capacity,500,ton/day,2022-03-08,Jalan rusak
C00325-4,MINE_4,EQ003-4,2022-03-08,Hauling Capacity,500,ton/day,2022-03-09,Jalan rusak
C00326-3,MINE_3,EQ009-3,2022-03-08,Excavator Capacity,500,ton/day,2022-03-13,Cuaca kurang mendukung
C00327-2,MINE_2,EQ029-2,2022-03-08,Excavator Capacity,500,ton/day,2022-03-08,Curah hujan tinggi
C00328-3,MINE_3,EQ021-3,2022-03-15,Excavator Capacity,500,ton/day,2022-03-17,Maintenance unit
C00329-1,MINE_1,EQ030-1,2022-03-15,Hauling Capacity,500,ton/day,2022-03-15,Kemacetan hauling
C00330-4,MINE_4,EQ010-4,2022-03-15,Hauling Capacity,500,ton/day,2022-03-19,Maintenance unit
C00331-2,MINE_2,EQ025-2,2022-03-15,Excavator Capacity,500,ton/day,2022-03-20,Cuaca kurang mendukung
C00332-2,MINE_2,EQ029-2,2022-03-22,Hauling Capacity,500,ton/day,2022-03-23,Jalan rusak
C00333-4,MINE_4,EQ036-4,2022-03-22,Hauling Capacity,500,ton/day,2022-03-25,Akses terhambat
C00334-3,MINE_3,EQ039-3,2022-03-22,Hauling Capacity,500,ton/day,2022-03-27,Akses terhambat
C00335-1,MINE_1,EQ037-1,2022-03-22,Excavator Capacity,500,ton/day,2022-03-24,Material basah
C00336-2,MINE_2,EQ018-2,2022-04-01,Excavator Capacity,500,ton/day,2022-04-04,Kerusakan mekanis
C00337-4,MINE_4,EQ003-4,2022-04-01,Crusher Capacity,500,ton/day,2022-04-03,Maintenance unit
C00338-3,MINE_3,EQ046-3,2022-04-01,Hauling Capacity,500,ton/day,2022-04-03,Kemacetan hauling
C00339-1,MINE_1,EQ041-1,2022-04-01,Crusher Capacity,500,ton/day,2022-04-02,Maintenance unit
C00340-4,MINE_4,EQ003-4,2022-04-08,Excavator Capacity,590,ton/day,2022-04-09,Material basah
C00341-2,MINE_2,EQ049-2,2022-04-08,Excavator Capacity,500,ton/day,2022-04-09,Kerusakan mekanis
C00342-3,MINE_3,EQ039-3,2022-04-08,Hauling Capacity,500,ton/day,2022-04-09,Kerusakan mekanis
C00343-1,MINE_1,EQ023-1,2022-04-08,Hauling Capacity,500,ton/day,2022-04-08,Akses terhambat
C00344-4,MINE_4,EQ036-4,2022-04-15,Excavator Capacity,500,ton/day,2022-04-17,Curah hujan tinggi
C00345-3,MINE_3,EQ046-3,2022-04-15,Hauling Capacity,500,ton/day,2022-04-16,Kemacetan hauling
C00346-2,MINE_2,EQ004-2,2022-04-15,Excavator Capacity,760,ton/day,2022-04-20,Cuaca kurang mendukung
C00347-1,MINE_1,EQ041-1,2022-04-15,Hauling Capacity,500,ton/day,2022-04-18,Perbaikan alat
C00348-3,MINE_3,EQ046-3,2022-04-22,Hauling Capacity,500,ton/day,2022-04-22,Jalan rusak
C00349-4,MINE_4,EQ003-4,2022-04-22,Excavator Capacity,500,ton/day,2022-04-24,Material basah
C00350-2,MINE_2,EQ028-2,2022-04-22,Hauling Capacity,500,ton/day,2022-04-25,Maintenance unit
C00351-1,MINE_1,EQ047-1,2022-04-22,Excavator Capacity,500,ton/day,2022-04-25,Curah hujan tinggi
C00352-2,MINE_2,EQ001-2,2022-05-01,Hauling Capacity,500,ton/day,2022-05-07,Jalan rusak
C00353-1,MINE_1,EQ007-1,2022-05-01,Excavator Capacity,500,ton/day,2022-05-07,Material basah
C00354-4,MINE_4,EQ026-4,2022-05-01,Excavator Capacity,500,ton/day,2022-05-04,Curah hujan tinggi
C00355-3,MINE_3,EQ009-3,2022-05-01,Excavator Capacity,500,ton/day,2022-05-07,Cuaca kurang mendukung
C00356-1,MINE_1,EQ047-1,2022-05-08,Excavator Capacity,500,ton/day,2022-05-14,Perbaikan alat
C00357-3,MINE_3,EQ009-3,2022-05-08,Excavator Capacity,500,ton/day,2022-05-10,Cuaca kurang mendukung
C00358-4,MINE_4,EQ036-4,2022-05-08,Excavator Capacity,500,ton/day,2022-05-10,Gangguan operasional
C00359-2,MINE_2,EQ001-2,2022-05-08,Crusher Capacity,500,ton/day,2022-05-10,Kondisi lapangan kurang optimal
C00360-3,MINE_3,EQ031-3,2022-05-15,Excavator Capacity,500,ton/day,2022-05-16,Cuaca kurang mendukung
C00361-1,MINE_1,EQ023-1,2022-05-15,Hauling Capacity,500,ton/day,2022-05-18,Akses terhambat
C00362-2,MINE_2,EQ048-2,2022-05-15,Excavator Capacity,500,ton/day,2022-05-18,Cuaca kurang mendukung
C00363-4,MINE_4,EQ026-4,2022-05-15,Excavator Capacity,500,ton/day,2022-05-21,Alur produksi lancar
C00364-2,MINE_2,EQ018-2,2022-05-22,Excavator Capacity,500,ton/day,2022-05-24,Cuaca kurang mendukung
C00365-4,MINE_4,EQ026-4,2022-05-22,Excavator Capacity,500,ton/day,2022-05-24,Perbaikan alat
C00366-1,MINE_1,EQ017-1,2022-05-22,Hauling Capacity,500,ton/day,2022-05-27,Jalan rusak
C00367-3,MINE_3,EQ031-3,2022-05-22,Excavator Capacity,500,ton/day,2022-05-27,Curah hujan tinggi
C00368-1,MINE_1,EQ017-1,2022-06-01,Hauling Capacity,500,ton/day,2022-06-06,Jalan rusak
C00369-4,MINE_4,EQ010-4,2022-06-01,Hauling Capacity,500,ton/day,2022-06-05,Kemacetan hauling
C00370-3,MINE_3,EQ009-3,2022-06-01,Hauling Capacity,500,ton/day,2022-06-02,Jalan rusak
C00371-2,MINE_2,EQ049-2,2022-06-01,Excavator Capacity,500,ton/day,2022-06-05,Cuaca kurang mendukung
C00372-4,MINE_4,EQ026-4,2022-06-08,Hauling Capacity,500,ton/day,2022-06-13,Kerusakan mekanis
C00373-2,MINE_2,EQ048-2,2022-06-08,Excavator Capacity,500,ton/day,2022-06-13,Curah hujan tinggi
C00374-3,MINE_3,EQ009-3,2022-06-08,Hauling Capacity,500,ton/day,2022-06-11,Jalan rusak
C00375-1,MINE_1,EQ017-1,2022-06-08,Excavator Capacity,500,ton/day,2022-06-11,Material basah
C00376-2,MINE_2,EQ040-2,2022-06-15,Hauling Capacity,500,ton/day,2022-06-19,Akses terhambat
C00377-1,MINE_1,EQ020-1,2022-06-15,Hauling Capacity,500,ton/day,2022-06-20,Jalan rusak
C00378-4,MINE_4,EQ013-4,2022-06-15,Hauling Capacity,500,ton/day,2022-06-20,Jalan rusak
C00379-3,MINE_3,EQ009-3,2022-06-15,Excavator Capacity,500,ton/day,2022-06-21,Material basah
C00380-2,MINE_2,EQ004-2,2022-06-22,Excavator Capacity,599,ton/day,2022-06-24,Curah hujan tinggi
C00381-4,MINE_4,EQ010-4,2022-06-22,Excavator Capacity,500,ton/day,2022-06-28,Kerusakan mekanis
C00382-1,MINE_1,EQ050-1,2022-06-22,Excavator Capacity,500,ton/day,2022-06-25,Material basah
C00383-3,MINE_3,EQ039-3,2022-06-22,Hauling Capacity,500,ton/day,2022-06-28,Kerusakan mekanis
C00384-2,MINE_2,EQ018-2,2022-07-01,Excavator Capacity,500,ton/day,2022-07-02,Material basah
C00385-1,MINE_1,EQ027-1,2022-07-01,Crusher Capacity,500,ton/day,2022-07-04,Maintenance unit
C00386-4,MINE_4,EQ003-4,2022-07-01,Excavator Capacity,500,ton/day,2022-07-04,Material basah
C00387-3,MINE_3,EQ039-3,2022-07-01,Hauling Capacity,500,ton/day,2022-07-03,Akses terhambat
C00388-3,MINE_3,EQ009-3,2022-07-08,Hauling Capacity,500,ton/day,2022-07-12,Akses terhambat
C00389-1,MINE_1,EQ050-1,2022-07-08,Crusher Capacity,500,ton/day,2022-07-13,Perbaikan alat
C00390-4,MINE_4,EQ003-4,2022-07-08,Excavator Capacity,525,ton/day,2022-07-10,Curah hujan tinggi
C00391-2,MINE_2,EQ028-2,2022-07-08,Excavator Capacity,500,ton/day,2022-07-12,Cuaca kurang mendukung
C00392-3,MINE_3,EQ046-3,2022-07-15,Hauling Capacity,500,ton/day,2022-07-21,Akses terhambat
C00393-1,MINE_1,EQ016-1,2022-07-15,Excavator Capacity,621,ton/day,2022-07-16,Cuaca kurang mendukung
C00394-4,MINE_4,EQ013-4,2022-07-15,Excavator Capacity,500,ton/day,2022-07-18,Material basah
C00395-2,MINE_2,EQ029-2,2022-07-15,Excavator Capacity,500,ton/day,2022-07-15,Cuaca kurang mendukung
C00396-1,MINE_1,EQ022-1,2022-07-22,Excavator Capacity,500,ton/day,2022-07-28,Material basah
C00397-4,MINE_4,EQ013-4,2022-07-22,Hauling Capacity,500,ton/day,2022-07-24,Kerusakan mekanis
C00398-2,MINE_2,EQ042-2,2022-07-22,Hauling Capacity,500,ton/day,2022-07-26,Kemacetan hauling
C00399-3,MINE_3,EQ046-3,2022-07-22,Excavator Capacity,575,ton/day,2022-07-24,Curah hujan tinggi
C00400-3,MINE_3,EQ009-3,2022-08-01,Hauling Capacity,500,ton/day,2022-08-06,Perbaikan alat
C00401-4,MINE_4,EQ036-4,2022-08-01,Excavator Capacity,500,ton/day,2022-08-05,Material basah
C00402-2,MINE_2,EQ042-2,2022-08-01,Excavator Capacity,500,ton/day,2022-08-07,Curah hujan tinggi
C00403-1,MINE_1,EQ041-1,2022-08-01,Excavator Capacity,500,ton/day,2022-08-07,Material basah
C00404-2,MINE_2,EQ004-2,2022-08-08,Hauling Capacity,500,ton/day,2022-08-11,Akses terhambat
C00405-4,MINE_4,EQ036-4,2022-08-08,Hauling Capacity,500,ton/day,2022-08-08,Kemacetan hauling
C00406-1,MINE_1,EQ027-1,2022-08-08,Excavator Capacity,500,ton/day,2022-08-10,Kerusakan mekanis
C00407-3,MINE_3,EQ009-3,2022-08-08,Hauling Capacity,500,ton/day,2022-08-12,Perbaikan alat
C00408-3,MINE_3,EQ031-3,2022-08-15,Hauling Capacity,500,ton/day,2022-08-18,Operasi normal
C00409-4,MINE_4,EQ003-4,2022-08-15,Excavator Capacity,540,ton/day,2022-08-20,Curah hujan tinggi
C00410-2,MINE_2,EQ040-2,2022-08-15,Hauling Capacity,500,ton/day,2022-08-21,Akses terhambat
C00411-1,MINE_1,EQ005-1,2022-08-15,Excavator Capacity,500,ton/day,2022-08-18,Curah hujan tinggi
C00412-3,MINE_3,EQ046-3,2022-08-22,Excavator Capacity,500,ton/day,2022-08-25,Material basah
C00413-4,MINE_4,EQ036-4,2022-08-22,Excavator Capacity,500,ton/day,2022-08-23,Material basah
C00414-2,MINE_2,EQ029-2,2022-08-22,Hauling Capacity,500,ton/day,2022-08-26,Jalan rusak
C00415-1,MINE_1,EQ020-1,2022-08-22,Excavator Capacity,500,ton/day,2022-08-26,Curah hujan tinggi
C00416-4,MINE_4,EQ036-4,2022-09-01,Hauling Capacity,500,ton/day,2022-09-06,Kemacetan hauling
C00417-2,MINE_2,EQ025-2,2022-09-01,Excavator Capacity,500,ton/day,2022-09-03,Material basah
C00418-1,MINE_1,EQ038-1,2022-09-01,Hauling Capacity,500,ton/day,2022-09-05,Jalan rusak
C00419-3,MINE_3,EQ046-3,2022-09-01,Crusher Capacity,500,ton/day,2022-09-02,Kerusakan mekanis
C00420-1,MINE_1,EQ037-1,2022-09-08,Hauling Capacity,500,ton/day,2022-09-13,Kemacetan hauling
C00421-4,MINE_4,EQ013-4,2022-09-08,Hauling Capacity,500,ton/day,2022-09-11,Jalan rusak
C00422-3,MINE_3,EQ039-3,2022-09-08,Excavator Capacity,500,ton/day,2022-09-14,Curah hujan tinggi
C00423-2,MINE_2,EQ025-2,2022-09-08,Excavator Capacity,500,ton/day,2022-09-14,Curah hujan tinggi
C00424-2,MINE_2,EQ042-2,2022-09-15,Hauling Capacity,614,ton/day,2022-09-21,Kemacetan hauling
C00425-1,MINE_1,EQ043-1,2022-09-15,Hauling Capacity,500,ton/day,2022-09-15,Perbaikan alat
C00426-3,MINE_3,EQ021-3,2022-09-15,Crusher Capacity,500,ton/day,2022-09-15,Kerusakan mekanis
C00427-4,MINE_4,EQ010-4,2022-09-15,Excavator Capacity,500,ton/day,2022-09-21,Cuaca kurang mendukung
C00428-4,MINE_4,EQ036-4,2022-09-22,Excavator Capacity,500,ton/day,2022-09-22,Curah hujan tinggi
C00429-1,MINE_1,EQ006-1,2022-09-22,Hauling Capacity,500,ton/day,2022-09-27,Jalan rusak
C00430-3,MINE_3,EQ046-3,2022-09-22,Hauling Capacity,500,ton/day,2022-09-26,Akses terhambat
C00431-2,MINE_2,EQ024-2,2022-09-22,Excavator Capacity,500,ton/day,2022-09-25,Kerusakan mekanis
C00432-2,MINE_2,EQ040-2,2022-10-01,Excavator Capacity,500,ton/day,2022-10-03,Material basah
C00433-1,MINE_1,EQ005-1,2022-10-01,Hauling Capacity,500,ton/day,2022-10-03,Kerusakan mekanis
C00434-3,MINE_3,EQ046-3,2022-10-01,Excavator Capacity,500,ton/day,2022-10-07,Perbaikan alat
C00435-4,MINE_4,EQ013-4,2022-10-01,Hauling Capacity,500,ton/day,2022-10-07,Jalan rusak
C00436-3,MINE_3,EQ009-3,2022-10-08,Crusher Capacity,500,ton/day,2022-10-08,Operasi normal
C00437-4,MINE_4,EQ026-4,2022-10-08,Hauling Capacity,500,ton/day,2022-10-09,Jalan rusak
C00438-1,MINE_1,EQ050-1,2022-10-08,Excavator Capacity,500,ton/day,2022-10-09,Material basah
C00439-2,MINE_2,EQ040-2,2022-10-08,Excavator Capacity,500,ton/day,2022-10-09,Perbaikan alat
C00440-1,MINE_1,EQ023-1,2022-10-15,Excavator Capacity,500,ton/day,2022-10-15,Material basah
C00441-2,MINE_2,EQ048-2,2022-10-15,Hauling Capacity,500,ton/day,2022-10-21,Akses terhambat
C00442-3,MINE_3,EQ039-3,2022-10-15,Excavator Capacity,500,ton/day,2022-10-20,Cuaca kurang mendukung
C00443-4,MINE_4,EQ003-4,2022-10-15,Excavator Capacity,742,ton/day,2022-10-19,Cuaca kurang mendukung
C00444-1,MINE_1,EQ038-1,2022-10-22,Crusher Capacity,500,ton/day,2022-10-26,Kerusakan mekanis
C00445-4,MINE_4,EQ026-4,2022-10-22,Excavator Capacity,500,ton/day,2022-10-28,Kerusakan mekanis
C00446-2,MINE_2,EQ025-2,2022-10-22,Hauling Capacity,500,ton/day,2022-10-23,Kemacetan hauling
C00447-3,MINE_3,EQ031-3,2022-10-22,Hauling Capacity,500,ton/day,2022-10-25,Akses terhambat
C00448-2,MINE_2,EQ024-2,2022-11-01,Excavator Capacity,500,ton/day,2022-11-02,Cuaca kurang mendukung
C00449-1,MINE_1,EQ027-1,2022-11-01,Excavator Capacity,500,ton/day,2022-11-05,Curah hujan tinggi
C00450-3,MINE_3,EQ046-3,2022-11-01,Excavator Capacity,500,ton/day,2022-11-07,Cuaca kurang mendukung
C00451-4,MINE_4,EQ003-4,2022-11-01,Excavator Capacity,500,ton/day,2022-11-07,Curah hujan tinggi
C00452-3,MINE_3,EQ046-3,2022-11-08,Excavator Capacity,500,ton/day,2022-11-12,Material basah
C00453-1,MINE_1,EQ017-1,2022-11-08,Hauling Capacity,500,ton/day,2022-11-14,Jalan rusak
C00454-2,MINE_2,EQ028-2,2022-11-08,Excavator Capacity,500,ton/day,2022-11-12,Kerusakan mekanis
C00455-4,MINE_4,EQ026-4,2022-11-08,Excavator Capacity,500,ton/day,2022-11-11,Material basah
C00456-3,MINE_3,EQ046-3,2022-11-15,Hauling Capacity,500,ton/day,2022-11-16,Jalan rusak
C00457-1,MINE_1,EQ038-1,2022-11-15,Hauling Capacity,500,ton/day,2022-11-16,Akses terhambat
C00458-2,MINE_2,EQ042-2,2022-11-15,Hauling Capacity,500,ton/day,2022-11-18,Kemacetan hauling
C00459-4,MINE_4,EQ026-4,2022-11-15,Hauling Capacity,500,ton/day,2022-11-18,Operasi normal
C00460-1,MINE_1,EQ011-1,2022-11-22,Hauling Capacity,500,ton/day,2022-11-28,Akses terhambat
C00461-3,MINE_3,EQ046-3,2022-11-22,Hauling Capacity,500,ton/day,2022-11-28,Akses terhambat
C00462-2,MINE_2,EQ025-2,2022-11-22,Excavator Capacity,500,ton/day,2022-11-28,Curah hujan tinggi
C00463-4,MINE_4,EQ013-4,2022-11-22,Hauling Capacity,500,ton/day,2022-11-23,Kemacetan hauling
C00464-2,MINE_2,EQ019-2,2022-12-01,Hauling Capacity,500,ton/day,2022-12-06,Akses terhambat
C00465-4,MINE_4,EQ003-4,2022-12-01,Hauling Capacity,500,ton/day,2022-12-05,Kemacetan hauling
C00466-1,MINE_1,EQ005-1,2022-12-01,Excavator Capacity,500,ton/day,2022-12-07,Curah hujan tinggi
C00467-3,MINE_3,EQ031-3,2022-12-01,Excavator Capacity,500,ton/day,2022-12-03,Material basah
C00468-2,MINE_2,EQ001-2,2022-12-08,Excavator Capacity,500,ton/day,2022-12-12,Cuaca kurang mendukung
C00469-1,MINE_1,EQ027-1,2022-12-08,Excavator Capacity,500,ton/day,2022-12-08,Operasi normal
C00470-4,MINE_4,EQ003-4,2022-12-08,Hauling Capacity,500,ton/day,2022-12-14,Akses terhambat
C00471-3,MINE_3,EQ031-3,2022-12-08,Hauling Capacity,500,ton/day,2022-12-11,Jalan rusak
C00472-4,MINE_4,EQ010-4,2022-12-15,Crusher Capacity,500,ton/day,2022-12-16,Perbaikan alat
C00473-1,MINE_1,EQ011-1,2022-12-15,Excavator Capacity,500,ton/day,2022-12-17,Material basah
C00474-3,MINE_3,EQ039-3,2022-12-15,Hauling Capacity,500,ton/day,2022-12-20,Jalan rusak
C00475-2,MINE_2,EQ049-2,2022-12-15,Excavator Capacity,500,ton/day,2022-12-18,Material basah
C00476-3,MINE_3,EQ021-3,2022-12-22,Hauling Capacity,500,ton/day,2022-12-26,Akses terhambat
