shipment_id,mine_id,week_start,vessel_name,destination_port,coal_tonnage,etd,eta,status
SHP00651-3,MINE_3,2021-07-22,MV Sumatra Raya,Tanjungbalai,20475,2021-07-26,2021-07-30,On Schedule
SHP00652-3,MINE_3,2021-08-01,MV Sumatra Raya,Belawan,38525,2021-08-05,2021-08-08,Delayed
SHP00412-2,MINE_2,2021-08-01,MV Nusantara 01,Samarinda,33458,2021-08-02,2021-08-04,Pending
SHP00124-1,MINE_1,2021-08-01,MV Borneo Star,Banjarmasin,37520,2021-08-02,2021-08-03,On Schedule
SHP00413-2,MINE_2,2021-08-08,MV Borneo Star,Samarinda,18028,2021-08-08,2021-08-10,On Schedule
SHP00125-1,MINE_1,2021-08-08,MV Borneo Star,Surabaya,20941,2021-08-09,2021-08-15,Delayed
SHP00653-3,MINE_3,2021-08-08,MV Sriwijaya,Belawan,28081,2021-08-11,2021-08-16,On Schedule
SHP00126-1,MINE_1,2021-08-15,MV Nusantara 01,Surabaya,39762,2021-08-17,2021-08-23,On Schedule
SHP00654-3,MINE_3,2021-08-15,MV Sriwijaya,Tanjungbalai,38863,2021-08-16,2021-08-23,On Schedule
SHP00414-2,MINE_2,2021-08-15,MV Nusantara 01,Balikpapan,30850,2021-08-17,2021-08-20,Delayed
SHP00415-2,MINE_2,2021-08-22,MV Nusantara 01,Samarinda,29536,2021-08-24,2021-08-26,Delayed
SHP00127-1,MINE_1,2021-08-22,MV Kalimantan Jaya,Banjarmasin,37144,2021-08-22,2021-08-23,On Schedule
SHP00655-3,MINE_3,2021-08-22,MV Sriwijaya,Tanjungbalai,28350,2021-08-23,2021-08-26,On Schedule
SHP00656-3,MINE_3,2021-09-01,MV Sumatra Raya,Belawan,24650,2021-09-04,2021-09-10,On Schedule
SHP00128-1,MINE_1,2021-09-01,MV Borneo Star,Surabaya,31314,2021-09-03,2021-09-10,Pending
SHP00416-2,MINE_2,2021-09-01,MV Kalimantan Jaya,Samarinda,39366,2021-09-02,2021-09-03,On Schedule
SHP00129-1,MINE_1,2021-09-08,MV Nusantara 01,Surabaya,16750,2021-09-12,2021-09-15,Delayed
SHP00657-3,MINE_3,2021-09-08,MV Sumatra Raya,Tanjungbalai,36771,2021-09-08,2021-09-12,On Schedule
SHP00417-2,MINE_2,2021-09-08,MV Borneo Star,Samarinda,39622,2021-09-12,2021-09-14,On Schedule
SHP00658-3,MINE_3,2021-09-15,MV Sumatra Raya,Belawan,38508,2021-09-15,2021-09-19,On Schedule
SHP00418-2,MINE_2,2021-09-15,MV Nusantara 01,Balikpapan,19232,2021-09-19,2021-09-22,On Schedule
SHP00130-1,MINE_1,2021-09-15,MV Borneo Star,Banjarmasin,18294,2021-09-19,2021-09-21,Delayed
SHP00131-1,MINE_1,2021-09-22,MV Nusantara 01,Banjarmasin,34945,2021-09-23,2021-09-26,On Schedule
SHP00659-3,MINE_3,2021-09-22,MV Sumatra Raya,Belawan,39364,2021-09-24,2021-09-30,On Schedule
SHP00419-2,MINE_2,2021-09-22,MV Kalimantan Jaya,Samarinda,38510,2021-09-23,2021-09-26,On Schedule
SHP00132-1,MINE_1,2021-10-01,MV Nusantara 01,Surabaya,36852,2021-10-01,2021-10-07,On Schedule
SHP00660-3,MINE_3,2021-10-01,MV Sriwijaya,Tanjungbalai,28737,2021-10-01,2021-10-08,Delayed
SHP00420-2,MINE_2,2021-10-01,MV Borneo Star,Samarinda,15545,2021-10-03,2021-10-05,On Schedule
SHP00661-3,MINE_3,2021-10-08,MV Sriwijaya,Belawan,30775,2021-10-12,2021-10-16,Pending
SHP00133-1,MINE_1,2021-10-08,MV Nusantara 01,Banjarmasin,33416,2021-10-13,2021-10-14,On Schedule
SHP00421-2,MINE_2,2021-10-08,MV Kalimantan Jaya,Balikpapan,25616,2021-10-08,2021-10-11,Delayed
SHP00662-3,MINE_3,2021-10-15,MV Sriwijaya,Belawan,25816,2021-10-18,2021-10-25,On Schedule
SHP00422-2,MINE_2,2021-10-15,MV Nusantara 01,Samarinda,17033,2021-10-20,2021-10-22,On Schedule
SHP00134-1,MINE_1,2021-10-15,MV Borneo Star,Banjarmasin,39557,2021-10-15,2021-10-16,On Schedule
SHP00663-3,MINE_3,2021-10-22,MV Sriwijaya,Belawan,25426,2021-10-22,2021-10-28,Pending
SHP00423-2,MINE_2,2021-10-22,MV Kalimantan Jaya,Samarinda,15806,2021-10-24,2021-10-26,Delayed
SHP00135-1,MINE_1,2021-10-22,MV Borneo Star,Surabaya,29561,2021-10-24,2021-10-31,On Schedule
SHP00664-3,MINE_3,2021-11-01,MV Sumatra Raya,Tanjungbalai,31220,2021-11-03,2021-11-09,On Schedule
SHP00424-2,MINE_2,2021-11-01,MV Kalimantan Jaya,Samarinda,26593,2021-11-05,2021-11-07,On Schedule
SHP00136-1,MINE_1,2021-11-01,MV Kalimantan Jaya,Surabaya,25745,2021-11-01,2021-11-04,Delayed
SHP00137-1,MINE_1,2021-11-08,MV Borneo Star,Banjarmasin,22214,2021-11-12,2021-11-14,On Schedule
SHP00425-2,MINE_2,2021-11-08,MV Kalimantan Jaya,Samarinda,25106,2021-11-11,2021-11-13,On Schedule
SHP00665-3,MINE_3,2021-11-08,MV Sumatra Raya,Tanjungbalai,29551,2021-11-13,2021-11-16,Delayed
SHP00666-3,MINE_3,2021-11-15,MV Sriwijaya,Tanjungbalai,25222,2021-11-19,2021-11-26,On Schedule
SHP00426-2,MINE_2,2021-11-15,MV Borneo Star,Samarinda,33024,2021-11-16,2021-11-19,On Schedule
SHP00138-1,MINE_1,2021-11-15,MV Nusantara 01,Surabaya,32602,2021-11-19,2021-11-22,Pending
SHP00427-2,MINE_2,2021-11-22,MV Borneo Star,Samarinda,32338,2021-11-22,2021-11-23,On Schedule
SHP00667-3,MINE_3,2021-11-22,MV Sumatra Raya,Belawan,18972,2021-11-27,2021-12-02,On Schedule
SHP00139-1,MINE_1,2021-11-22,MV Borneo Star,Surabaya,24903,2021-11-26,2021-12-02,On Schedule
SHP00140-1,MINE_1,2021-12-01,MV Kalimantan Jaya,Banjarmasin,24516,2021-12-01,2021-12-03,On Schedule
SHP00428-2,MINE_2,2021-12-01,MV Kalimantan Jaya,Samarinda,16591,2021-12-02,2021-12-05,On Schedule
SHP00668-3,MINE_3,2021-12-01,MV Sumatra Raya,Belawan,16312,2021-12-05,2021-12-12,Delayed
SHP00141-1,MINE_1,2021-12-08,MV Nusantara 01,Surabaya,33088,2021-12-11,2021-12-14,On Schedule
SHP00429-2,MINE_2,2021-12-08,MV Kalimantan Jaya,Samarinda,35670,2021-12-12,2021-12-14,On Schedule
SHP00669-3,MINE_3,2021-12-08,MV Sumatra Raya,Belawan,31940,2021-12-12,2021-12-17,Delayed
SHP00430-2,MINE_2,2021-12-15,MV Nusantara 01,Samarinda,17719,2021-12-16,2021-12-18,On Schedule
SHP00670-3,MINE_3,2021-12-15,MV Sumatra Raya,Belawan,31077,2021-12-16,2021-12-22,Delayed
SHP00142-1,MINE_1,2021-12-15,MV Nusantara 01,Surabaya,16136,2021-12-19,2021-12-24,On Schedule
SHP00671-3,MINE_3,2021-12-22,MV Sumatra Raya,Belawan,19543,2021-12-23,2021-12-29,On Schedule
SHP00143-1,MINE_1,2021-12-22,MV Nusantara 01,Surabaya,29749,2021-12-27,2022-01-01,On Schedule
SHP00431-2,MINE_2,2021-12-22,MV Kalimantan Jaya,Balikpapan,16435,2021-12-23,2021-12-26,On Schedule
SHP00864-4,MINE_4,2022-01-01,MV Borneo Star,Samarinda,28507,2022-01-05,2022-01-07,On Schedule
SHP00672-3,MINE_3,2022-01-01,MV Sumatra Raya,Tanjungbalai,29527,2022-01-04,2022-01-09,Delayed
SHP00432-2,MINE_2,2022-01-01,MV Borneo Star,Samarinda,34136,2022-01-02,2022-01-04,On Schedule
SHP00144-1,MINE_1,2022-01-01,MV Nusantara 01,Surabaya,36195,2022-01-02,2022-01-09,Delayed
SHP00673-3,MINE_3,2022-01-08,MV Sriwijaya,Tanjungbalai,36510,2022-01-12,2022-01-18,On Schedule
SHP00433-2,MINE_2,2022-01-08,MV Kalimantan Jaya,Balikpapan,26801,2022-01-10,2022-01-13,On Schedule
SHP00865-4,MINE_4,2022-01-08,MV Borneo Star,Samarinda,38650,2022-01-11,2022-01-12,On Schedule
SHP00145-1,MINE_1,2022-01-08,MV Nusantara 01,Banjarmasin,32482,2022-01-12,2022-01-13,On Schedule
SHP00674-3,MINE_3,2022-01-15,MV Sumatra Raya,Belawan,18093,2022-01-20,2022-01-26,On Schedule
SHP00434-2,MINE_2,2022-01-15,MV Nusantara 01,Samarinda,35500,2022-01-20,2022-01-21,Pending
SHP00146-1,MINE_1,2022-01-15,MV Kalimantan Jaya,Banjarmasin,16682,2022-01-18,2022-01-20,On Schedule
SHP00866-4,MINE_4,2022-01-15,MV Nusantara 01,Samarinda,27155,2022-01-15,2022-01-17,Delayed
SHP00147-1,MINE_1,2022-01-22,MV Borneo Star,Banjarmasin,23984,2022-01-24,2022-01-25,Delayed
SHP00435-2,MINE_2,2022-01-22,MV Borneo Star,Samarinda,16607,2022-01-25,2022-01-28,On Schedule
SHP00675-3,MINE_3,2022-01-22,MV Sriwijaya,Belawan,23711,2022-01-26,2022-02-02,Delayed
SHP00867-4,MINE_4,2022-01-22,MV Borneo Star,Surabaya,32343,2022-01-25,2022-01-30,On Schedule
SHP00148-1,MINE_1,2022-02-01,MV Borneo Star,Banjarmasin,15526,2022-02-04,2022-02-06,On Schedule
SHP00868-4,MINE_4,2022-02-01,MV Borneo Star,Samarinda,28547,2022-02-01,2022-02-03,On Schedule
SHP00436-2,MINE_2,2022-02-01,MV Kalimantan Jaya,Balikpapan,20109,2022-02-01,2022-02-04,On Schedule
SHP00676-3,MINE_3,2022-02-01,MV Sumatra Raya,Tanjungbalai,19167,2022-02-03,2022-02-10,On Schedule
SHP00869-4,MINE_4,2022-02-08,MV Borneo Star,Surabaya,36804,2022-02-09,2022-02-14,Delayed
SHP00437-2,MINE_2,2022-02-08,MV Borneo Star,Samarinda,18762,2022-02-10,2022-02-12,On Schedule
SHP00677-3,MINE_3,2022-02-08,MV Sriwijaya,Tanjungbalai,31019,2022-02-08,2022-02-14,On Schedule
SHP00149-1,MINE_1,2022-02-08,MV Borneo Star,Surabaya,21368,2022-02-08,2022-02-12,On Schedule
SHP00438-2,MINE_2,2022-02-15,MV Kalimantan Jaya,Balikpapan,29451,2022-02-15,2022-02-16,On Schedule
SHP00870-4,MINE_4,2022-02-15,MV Nusantara 01,Surabaya,33093,2022-02-20,2022-02-24,On Schedule
SHP00150-1,MINE_1,2022-02-15,MV Nusantara 01,Surabaya,33279,2022-02-16,2022-02-22,On Schedule
SHP00678-3,MINE_3,2022-02-15,MV Sriwijaya,Belawan,21917,2022-02-20,2022-02-23,On Schedule
SHP00439-2,MINE_2,2022-02-22,MV Nusantara 01,Balikpapan,36767,2022-02-22,2022-02-24,Pending
SHP00151-1,MINE_1,2022-02-22,MV Borneo Star,Surabaya,17430,2022-02-27,2022-03-04,On Schedule
SHP00871-4,MINE_4,2022-02-22,MV Borneo Star,Surabaya,15894,2022-02-27,2022-03-03,On Schedule
SHP00679-3,MINE_3,2022-02-22,MV Sriwijaya,Tanjungbalai,30313,2022-02-23,2022-02-28,On Schedule
SHP00680-3,MINE_3,2022-03-01,MV Sriwijaya,Tanjungbalai,28612,2022-03-05,2022-03-08,On Schedule
SHP00440-2,MINE_2,2022-03-01,MV Nusantara 01,Samarinda,33311,2022-03-06,2022-03-07,Delayed
SHP00152-1,MINE_1,2022-03-01,MV Kalimantan Jaya,Banjarmasin,25181,2022-03-03,2022-03-05,Delayed
SHP00872-4,MINE_4,2022-03-01,MV Borneo Star,Samarinda,31002,2022-03-01,2022-03-04,On Schedule
SHP00153-1,MINE_1,2022-03-08,MV Nusantara 01,Banjarmasin,31309,2022-03-12,2022-03-13,On Schedule
SHP00873-4,MINE_4,2022-03-08,MV Kalimantan Jaya,Samarinda,22005,2022-03-11,2022-03-12,Pending
SHP00681-3,MINE_3,2022-03-08,MV Sumatra Raya,Belawan,27803,2022-03-11,2022-03-18,Delayed
SHP00441-2,MINE_2,2022-03-08,MV Borneo Star,Balikpapan,33096,2022-03-11,2022-03-13,On Schedule
SHP00682-3,MINE_3,2022-03-15,MV Sriwijaya,Tanjungbalai,37015,2022-03-16,2022-03-23,On Schedule
SHP00154-1,MINE_1,2022-03-15,MV Nusantara 01,Surabaya,32778,2022-03-18,2022-03-22,On Schedule
SHP00874-4,MINE_4,2022-03-15,MV Kalimantan Jaya,Surabaya,15529,2022-03-17,2022-03-24,On Schedule
SHP00442-2,MINE_2,2022-03-15,MV Nusantara 01,Samarinda,34975,2022-03-17,2022-03-19,On Schedule
SHP00443-2,MINE_2,2022-03-22,MV Borneo Star,Samarinda,37861,2022-03-23,2022-03-25,On Schedule
SHP00875-4,MINE_4,2022-03-22,MV Kalimantan Jaya,Samarinda,19648,2022-03-27,2022-03-28,On Schedule
SHP00683-3,MINE_3,2022-03-22,MV Sumatra Raya,Belawan,18155,2022-03-27,2022-03-30,On Schedule
SHP00155-1,MINE_1,2022-03-22,MV Borneo Star,Banjarmasin,39603,2022-03-24,2022-03-25,On Schedule
SHP00444-2,MINE_2,2022-04-01,MV Kalimantan Jaya,Samarinda,38446,2022-04-01,2022-04-02,On Schedule
SHP00876-4,MINE_4,2022-04-01,MV Nusantara 01,Surabaya,20724,2022-04-03,2022-04-07,On Schedule
SHP00684-3,MINE_3,2022-04-01,MV Sumatra Raya,Belawan,30635,2022-04-01,2022-04-08,On Schedule
SHP00156-1,MINE_1,2022-04-01,MV Kalimantan Jaya,Banjarmasin,18178,2022-04-06,2022-04-07,Delayed
SHP00877-4,MINE_4,2022-04-08,MV Kalimantan Jaya,Surabaya,18568,2022-04-12,2022-04-15,Delayed
SHP00445-2,MINE_2,2022-04-08,MV Nusantara 01,Samarinda,32340,2022-04-13,2022-04-16,On Schedule
SHP00685-3,MINE_3,2022-04-08,MV Sumatra Raya,Tanjungbalai,15281,2022-04-08,2022-04-15,On Schedule
SHP00157-1,MINE_1,2022-04-08,MV Nusantara 01,Banjarmasin,20178,2022-04-13,2022-04-14,On Schedule
SHP00878-4,MINE_4,2022-04-15,MV Kalimantan Jaya,Samarinda,23467,2022-04-20,2022-04-22,Pending
SHP00686-3,MINE_3,2022-04-15,MV Sumatra Raya,Belawan,27504,2022-04-17,2022-04-21,On Schedule
SHP00446-2,MINE_2,2022-04-15,MV Kalimantan Jaya,Samarinda,24110,2022-04-17,2022-04-19,On Schedule
SHP00158-1,MINE_1,2022-04-15,MV Nusantara 01,Surabaya,27595,2022-04-20,2022-04-27,Delayed
SHP00687-3,MINE_3,2022-04-22,MV Sumatra Raya,Tanjungbalai,39704,2022-04-23,2022-04-30,Delayed
SHP00879-4,MINE_4,2022-04-22,MV Kalimantan Jaya,Surabaya,27373,2022-04-27,2022-05-04,On Schedule
SHP00447-2,MINE_2,2022-04-22,MV Kalimantan Jaya,Samarinda,37473,2022-04-23,2022-04-26,On Schedule
SHP00159-1,MINE_1,2022-04-22,MV Borneo Star,Banjarmasin,27144,2022-04-23,2022-04-26,On Schedule
SHP00448-2,MINE_2,2022-05-01,MV Kalimantan Jaya,Balikpapan,18072,2022-05-04,2022-05-05,On Schedule
SHP00160-1,MINE_1,2022-05-01,MV Borneo Star,Banjarmasin,26865,2022-05-05,2022-05-06,On Schedule
SHP00880-4,MINE_4,2022-05-01,MV Borneo Star,Surabaya,22848,2022-05-06,2022-05-09,Pending
SHP00688-3,MINE_3,2022-05-01,MV Sriwijaya,Belawan,34614,2022-05-05,2022-05-12,Delayed
SHP00161-1,MINE_1,2022-05-08,MV Borneo Star,Banjarmasin,16667,2022-05-13,2022-05-15,On Schedule
SHP00689-3,MINE_3,2022-05-08,MV Sumatra Raya,Tanjungbalai,16000,2022-05-09,2022-05-16,On Schedule
SHP00881-4,MINE_4,2022-05-08,MV Kalimantan Jaya,Samarinda,24013,2022-05-08,2022-05-10,On Schedule
SHP00449-2,MINE_2,2022-05-08,MV Kalimantan Jaya,Samarinda,19806,2022-05-08,2022-05-10,On Schedule
SHP00690-3,MINE_3,2022-05-15,MV Sriwijaya,Tanjungbalai,32824,2022-05-19,2022-05-22,On Schedule
SHP00162-1,MINE_1,2022-05-15,MV Kalimantan Jaya,Banjarmasin,26530,2022-05-18,2022-05-20,On Schedule
SHP00450-2,MINE_2,2022-05-15,MV Borneo Star,Balikpapan,17989,2022-05-16,2022-05-18,On Schedule
SHP00882-4,MINE_4,2022-05-15,MV Kalimantan Jaya,Surabaya,16177,2022-05-16,2022-05-22,On Schedule
SHP00451-2,MINE_2,2022-05-22,MV Kalimantan Jaya,Balikpapan,26563,2022-05-26,2022-05-29,On Schedule
SHP00883-4,MINE_4,2022-05-22,MV Nusantara 01,Surabaya,28178,2022-05-27,2022-05-31,On Schedule
SHP00163-1,MINE_1,2022-05-22,MV Kalimantan Jaya,Banjarmasin,19431,2022-05-24,2022-05-27,On Schedule
SHP00691-3,MINE_3,2022-05-22,MV Sumatra Raya,Belawan,23906,2022-05-22,2022-05-28,On Schedule
SHP00164-1,MINE_1,2022-06-01,MV Kalimantan Jaya,Banjarmasin,29113,2022-06-06,2022-06-09,On Schedule
SHP00884-4,MINE_4,2022-06-01,MV Kalimantan Jaya,Surabaya,24884,2022-06-06,2022-06-11,Delayed
SHP00692-3,MINE_3,2022-06-01,MV Sriwijaya,Tanjungbalai,24873,2022-06-02,2022-06-08,On Schedule
SHP00452-2,MINE_2,2022-06-01,MV Kalimantan Jaya,Balikpapan,35829,2022-06-02,2022-06-03,On Schedule
SHP00885-4,MINE_4,2022-06-08,MV Nusantara 01,Surabaya,18654,2022-06-09,2022-06-16,On Schedule
SHP00453-2,MINE_2,2022-06-08,MV Kalimantan Jaya,Balikpapan,36431,2022-06-12,2022-06-14,Pending
SHP00693-3,MINE_3,2022-06-08,MV Sumatra Raya,Tanjungbalai,36675,2022-06-13,2022-06-16,On Schedule
SHP00165-1,MINE_1,2022-06-08,MV Borneo Star,Banjarmasin,30222,2022-06-10,2022-06-11,On Schedule
SHP00454-2,MINE_2,2022-06-15,MV Kalimantan Jaya,Balikpapan,34481,2022-06-18,2022-06-19,On Schedule
SHP00166-1,MINE_1,2022-06-15,MV Borneo Star,Surabaya,24852,2022-06-16,2022-06-19,Pending
SHP00886-4,MINE_4,2022-06-15,MV Kalimantan Jaya,Surabaya,37083,2022-06-17,2022-06-24,On Schedule
SHP00694-3,MINE_3,2022-06-15,MV Sriwijaya,Tanjungbalai,38384,2022-06-18,2022-06-22,On Schedule
SHP00455-2,MINE_2,2022-06-22,MV Borneo Star,Samarinda,31866,2022-06-23,2022-06-24,Delayed
SHP00887-4,MINE_4,2022-06-22,MV Kalimantan Jaya,Samarinda,23853,2022-06-26,2022-06-27,On Schedule
SHP00167-1,MINE_1,2022-06-22,MV Nusantara 01,Banjarmasin,38711,2022-06-25,2022-06-28,On Schedule
SHP00695-3,MINE_3,2022-06-22,MV Sriwijaya,Tanjungbalai,22421,2022-06-26,2022-07-03,On Schedule
SHP00456-2,MINE_2,2022-07-01,MV Nusantara 01,Samarinda,38164,2022-07-05,2022-07-07,Delayed
SHP00168-1,MINE_1,2022-07-01,MV Kalimantan Jaya,Banjarmasin,20699,2022-07-04,2022-07-06,Delayed
SHP00888-4,MINE_4,2022-07-01,MV Borneo Star,Surabaya,28031,2022-07-05,2022-07-11,On Schedule
SHP00696-3,MINE_3,2022-07-01,MV Sumatra Raya,Belawan,25106,2022-07-01,2022-07-04,On Schedule
SHP00697-3,MINE_3,2022-07-08,MV Sriwijaya,Tanjungbalai,18713,2022-07-12,2022-07-15,On Schedule
SHP00169-1,MINE_1,2022-07-08,MV Nusantara 01,Surabaya,23258,2022-07-12,2022-07-16,On Schedule
SHP00889-4,MINE_4,2022-07-08,MV Kalimantan Jaya,Surabaya,36675,2022-07-10,2022-07-14,On Schedule
SHP00457-2,MINE_2,2022-07-08,MV Kalimantan Jaya,Samarinda,29109,2022-07-09,2022-07-12,On Schedule
SHP00698-3,MINE_3,2022-07-15,MV Sumatra Raya,Tanjungbalai,29788,2022-07-16,2022-07-22,On Schedule
SHP00170-1,MINE_1,2022-07-15,MV Nusantara 01,Banjarmasin,15207,2022-07-15,2022-07-18,On Schedule
SHP00890-4,MINE_4,2022-07-15,MV Borneo Star,Samarinda,28711,2022-07-18,2022-07-19,On Schedule
SHP00458-2,MINE_2,2022-07-15,MV Nusantara 01,Balikpapan,22446,2022-07-20,2022-07-21,On Schedule
SHP00171-1,MINE_1,2022-07-22,MV Borneo Star,Banjarmasin,31669,2022-07-25,2022-07-26,On Schedule
SHP00891-4,MINE_4,2022-07-22,MV Borneo Star,Surabaya,32396,2022-07-23,2022-07-26,Delayed
SHP00459-2,MINE_2,2022-07-22,MV Borneo Star,Balikpapan,35109,2022-07-23,2022-07-24,On Schedule
SHP00699-3,MINE_3,2022-07-22,MV Sriwijaya,Tanjungbalai,33792,2022-07-26,2022-07-30,On Schedule
SHP00700-3,MINE_3,2022-08-01,MV Sriwijaya,Belawan,37346,2022-08-01,2022-08-04,Delayed
SHP00892-4,MINE_4,2022-08-01,MV Borneo Star,Samarinda,19406,2022-08-02,2022-08-04,On Schedule
SHP00460-2,MINE_2,2022-08-01,MV Borneo Star,Samarinda,39819,2022-08-06,2022-08-07,On Schedule
SHP00172-1,MINE_1,2022-08-01,MV Nusantara 01,Banjarmasin,36932,2022-08-02,2022-08-04,On Schedule
SHP00461-2,MINE_2,2022-08-08,MV Borneo Star,Balikpapan,34522,2022-08-13,2022-08-15,Delayed
SHP00893-4,MINE_4,2022-08-08,MV Borneo Star,Samarinda,21721,2022-08-12,2022-08-15,On Schedule
SHP00173-1,MINE_1,2022-08-08,MV Nusantara 01,Surabaya,37481,2022-08-13,2022-08-19,On Schedule
SHP00701-3,MINE_3,2022-08-08,MV Sriwijaya,Tanjungbalai,35643,2022-08-08,2022-08-15,On Schedule
SHP00702-3,MINE_3,2022-08-15,MV Sriwijaya,Tanjungbalai,30795,2022-08-20,2022-08-27,On Schedule
SHP00894-4,MINE_4,2022-08-15,MV Kalimantan Jaya,Surabaya,30476,2022-08-15,2022-08-22,On Schedule
SHP00462-2,MINE_2,2022-08-15,MV Kalimantan Jaya,Balikpapan,28891,2022-08-18,2022-08-19,On Schedule
SHP00174-1,MINE_1,2022-08-15,MV Kalimantan Jaya,Banjarmasin,34420,2022-08-20,2022-08-22,On Schedule
SHP00703-3,MINE_3,2022-08-22,MV Sumatra Raya,Tanjungbalai,35733,2022-08-26,2022-08-31,On Schedule
SHP00895-4,MINE_4,2022-08-22,MV Nusantara 01,Samarinda,25145,2022-08-24,2022-08-25,On Schedule
SHP00463-2,MINE_2,2022-08-22,MV Borneo Star,Balikpapan,28564,2022-08-24,2022-08-26,On Schedule
SHP00175-1,MINE_1,2022-08-22,MV Nusantara 01,Banjarmasin,20448,2022-08-24,2022-08-25,Delayed
SHP00896-4,MINE_4,2022-09-01,MV Borneo Star,Samarinda,29083,2022-09-04,2022-09-05,Pending
SHP00464-2,MINE_2,2022-09-01,MV Kalimantan Jaya,Samarinda,24011,2022-09-04,2022-09-05,On Schedule
SHP00176-1,MINE_1,2022-09-01,MV Borneo Star,Banjarmasin,24700,2022-09-02,2022-09-05,Delayed
SHP00704-3,MINE_3,2022-09-01,MV Sumatra Raya,Tanjungbalai,16549,2022-09-05,2022-09-10,On Schedule
SHP00177-1,MINE_1,2022-09-08,MV Kalimantan Jaya,Surabaya,39282,2022-09-12,2022-09-16,On Schedule
SHP00897-4,MINE_4,2022-09-08,MV Borneo Star,Samarinda,39022,2022-09-12,2022-09-14,On Schedule
SHP00705-3,MINE_3,2022-09-08,MV Sriwijaya,Belawan,37740,2022-09-08,2022-09-15,Delayed
SHP00465-2,MINE_2,2022-09-08,MV Kalimantan Jaya,Samarinda,29308,2022-09-12,2022-09-14,Pending
SHP00466-2,MINE_2,2022-09-15,MV Kalimantan Jaya,Samarinda,19798,2022-09-15,2022-09-18,On Schedule
SHP00178-1,MINE_1,2022-09-15,MV Nusantara 01,Banjarmasin,20827,2022-09-16,2022-09-18,Delayed
SHP00706-3,MINE_3,2022-09-15,MV Sumatra Raya,Tanjungbalai,29056,2022-09-16,2022-09-21,On Schedule
SHP00898-4,MINE_4,2022-09-15,MV Kalimantan Jaya,Surabaya,25636,2022-09-16,2022-09-23,On Schedule
SHP00899-4,MINE_4,2022-09-22,MV Kalimantan Jaya,Surabaya,21272,2022-09-22,2022-09-25,Delayed
SHP00179-1,MINE_1,2022-09-22,MV Kalimantan Jaya,Banjarmasin,35281,2022-09-23,2022-09-25,On Schedule
SHP00707-3,MINE_3,2022-09-22,MV Sumatra Raya,Belawan,32159,2022-09-25,2022-09-30,Delayed
SHP00467-2,MINE_2,2022-09-22,MV Kalimantan Jaya,Samarinda,38724,2022-09-22,2022-09-25,On Schedule
SHP00468-2,MINE_2,2022-10-01,MV Kalimantan Jaya,Samarinda,34655,2022-10-05,2022-10-06,On Schedule
SHP00180-1,MINE_1,2022-10-01,MV Nusantara 01,Banjarmasin,39983,2022-10-05,2022-10-08,On Schedule
SHP00708-3,MINE_3,2022-10-01,MV Sriwijaya,Belawan,27089,2022-10-04,2022-10-11,On Schedule
SHP00900-4,MINE_4,2022-10-01,MV Nusantara 01,Surabaya,23964,2022-10-03,2022-10-08,On Schedule
SHP00709-3,MINE_3,2022-10-08,MV Sumatra Raya,Tanjungbalai,38888,2022-10-09,2022-10-15,On Schedule
SHP00901-4,MINE_4,2022-10-08,MV Kalimantan Jaya,Samarinda,26824,2022-10-09,2022-10-12,On Schedule
SHP00181-1,MINE_1,2022-10-08,MV Borneo Star,Banjarmasin,39953,2022-10-08,2022-10-09,On Schedule
SHP00469-2,MINE_2,2022-10-08,MV Nusantara 01,Balikpapan,35131,2022-10-09,2022-10-10,On Schedule
SHP00182-1,MINE_1,2022-10-15,MV Borneo Star,Surabaya,21303,2022-10-19,2022-10-26,Delayed
SHP00470-2,MINE_2,2022-10-15,MV Borneo Star,Samarinda,38953,2022-10-16,2022-10-19,On Schedule
SHP00710-3,MINE_3,2022-10-15,MV Sriwijaya,Tanjungbalai,31377,2022-10-17,2022-10-23,On Schedule
SHP00902-4,MINE_4,2022-10-15,MV Borneo Star,Surabaya,29036,2022-10-20,2022-10-26,On Schedule
SHP00183-1,MINE_1,2022-10-22,MV Nusantara 01,Surabaya,27258,2022-10-22,2022-10-29,On Schedule
SHP00903-4,MINE_4,2022-10-22,MV Borneo Star,Samarinda,26182,2022-10-22,2022-10-23,On Schedule
SHP00471-2,MINE_2,2022-10-22,MV Kalimantan Jaya,Balikpapan,29215,2022-10-26,2022-10-28,Delayed
SHP00711-3,MINE_3,2022-10-22,MV Sumatra Raya,Belawan,35714,2022-10-25,2022-10-30,On Schedule
SHP00472-2,MINE_2,2022-11-01,MV Kalimantan Jaya,Samarinda,27500,2022-11-02,2022-11-04,Delayed
SHP00184-1,MINE_1,2022-11-01,MV Nusantara 01,Surabaya,25517,2022-11-03,2022-11-09,On Schedule
SHP00712-3,MINE_3,2022-11-01,MV Sriwijaya,Belawan,31406,2022-11-03,2022-11-08,On Schedule
SHP00904-4,MINE_4,2022-11-01,MV Nusantara 01,Surabaya,37663,2022-11-01,2022-11-08,On Schedule
SHP00713-3,MINE_3,2022-11-08,MV Sumatra Raya,Tanjungbalai,31898,2022-11-08,2022-11-14,Pending
SHP00185-1,MINE_1,2022-11-08,MV Nusantara 01,Surabaya,26754,2022-11-09,2022-11-13,On Schedule
SHP00473-2,MINE_2,2022-11-08,MV Kalimantan Jaya,Balikpapan,29042,2022-11-13,2022-11-16,On Schedule
