effcap_id,plan_id,mine_id,equipment_id,equipment_type,week_start,road_condition,weather_condition,availability_pct,effective_capacity_ton_day,remark
EFC00223-3,PLAN0027-3,MINE_3,EQ046-3,Dump Truck,2021-07-15,Good,Berawan,78,929.77,Optimal
EFC00224-1,PLAN0123-1,MINE_1,EQ011-1,Loader,2021-07-15,Good,Mendung,78,20.27,Optimal
EFC00225-2,PLAN0076-2,MINE_2,EQ025-2,Excavator,2021-07-22,Good,Mendung,71,176.41,Optimal
EFC00226-1,PLAN0124-1,MINE_1,EQ047-1,Excavator,2021-07-22,Good,Hujan lebat,77,159.75,Severe Weather Impact
EFC00227-3,PLAN0028-3,MINE_3,EQ021-3,Excavator,2021-07-22,Good,Hujan lebat,72,198.12,Severe Weather Impact
EFC00228-3,PLAN0029-3,MINE_3,EQ021-3,Excavator,2021-08-01,Fair,Mendung,96,360.6,Optimal
EFC00229-2,PLAN0077-2,MINE_2,EQ042-2,Dump Truck,2021-08-01,Good,Mendung,83,1759.35,Optimal
EFC00230-1,PLAN0125-1,MINE_1,EQ011-1,Loader,2021-08-01,Fair,Mendung,90,23.67,Optimal
EFC00231-2,PLAN0078-2,MINE_2,EQ049-2,Loader,2021-08-08,Fair,Mendung,78,27.55,Optimal
EFC00232-1,PLAN0126-1,MINE_1,EQ017-1,Loader,2021-08-08,Good,Mendung,74,28.07,Optimal
EFC00233-3,PLAN0030-3,MINE_3,EQ009-3,Loader,2021-08-08,Fair,Berawan,81,15.91,Optimal
EFC00234-1,PLAN0127-1,MINE_1,EQ007-1,Dump Truck,2021-08-15,Good,Mendung,87,1613.71,Optimal
EFC00235-3,PLAN0031-3,MINE_3,EQ009-3,Loader,2021-08-15,Good,Mendung,95,24.33,Optimal
EFC00236-2,PLAN0079-2,MINE_2,EQ019-2,Dump Truck,2021-08-15,Fair,Mendung,98,940.93,Optimal
EFC00237-2,PLAN0080-2,MINE_2,EQ018-2,Excavator,2021-08-22,Fair,Mendung,98,31.15,Optimal
EFC00238-1,PLAN0128-1,MINE_1,EQ050-1,Dump Truck,2021-08-22,Fair,Mendung,87,1050.67,Optimal
EFC00239-3,PLAN0032-3,MINE_3,EQ046-3,Dump Truck,2021-08-22,Good,Mendung,94,1113.75,Optimal
EFC00240-3,PLAN0033-3,MINE_3,EQ009-3,Loader,2021-09-01,Fair,Mendung,75,14.35,Optimal
EFC00241-1,PLAN0129-1,MINE_1,EQ032-1,Loader,2021-09-01,Fair,Mendung,77,28.6,Optimal
EFC00242-2,PLAN0081-2,MINE_2,EQ018-2,Excavator,2021-09-01,Good,Mendung,72,27.81,Optimal
EFC00243-1,PLAN0130-1,MINE_1,EQ005-1,Dump Truck,2021-09-08,Good,Mendung,84,1407.8,Optimal
EFC00244-3,PLAN0034-3,MINE_3,EQ039-3,Excavator,2021-09-08,Good,Hujan lebat,97,43.34,Severe Weather Impact
EFC00245-2,PLAN0082-2,MINE_2,EQ049-2,Loader,2021-09-08,Good,Mendung,80,38.73,Optimal
EFC00246-3,PLAN0035-3,MINE_3,EQ009-3,Loader,2021-09-15,Good,Berawan,97,25.12,Optimal
EFC00247-2,PLAN0083-2,MINE_2,EQ049-2,Loader,2021-09-15,Good,Mendung,82,45.6,Optimal
EFC00248-1,PLAN0131-1,MINE_1,EQ016-1,Dump Truck,2021-09-15,Good,Mendung,71,1335.05,Optimal
EFC00249-1,PLAN0132-1,MINE_1,EQ005-1,Dump Truck,2021-09-22,Good,Mendung,70,1328.03,Optimal
EFC00250-3,PLAN0036-3,MINE_3,EQ021-3,Excavator,2021-09-22,Good,Mendung,90,363.38,Optimal
EFC00251-2,PLAN0084-2,MINE_2,EQ029-2,Excavator,2021-09-22,Good,Mendung,77,41.67,Optimal
EFC00252-1,PLAN0133-1,MINE_1,EQ050-1,Dump Truck,2021-10-01,Fair,Mendung,79,1189.83,Optimal
EFC00253-3,PLAN0037-3,MINE_3,EQ046-3,Dump Truck,2021-10-01,Good,Mendung,84,1096.03,Optimal
EFC00254-2,PLAN0085-2,MINE_2,EQ001-2,Loader,2021-10-01,Fair,Mendung,78,87.98,Optimal
EFC00255-3,PLAN0038-3,MINE_3,EQ031-3,Loader,2021-10-08,Good,Mendung,83,35.76,Optimal
EFC00256-1,PLAN0134-1,MINE_1,EQ016-1,Dump Truck,2021-10-08,Good,Mendung,96,1464.1,Optimal
EFC00257-2,PLAN0086-2,MINE_2,EQ025-2,Excavator,2021-10-08,Good,Mendung,75,207.16,Optimal
EFC00258-3,PLAN0039-3,MINE_3,EQ021-3,Excavator,2021-10-15,Fair,Mendung,80,231.34,Optimal
EFC00259-2,PLAN0087-2,MINE_2,EQ019-2,Dump Truck,2021-10-15,Good,Berawan,90,1261.49,Optimal
EFC00260-1,PLAN0135-1,MINE_1,EQ027-1,Excavator,2021-10-15,Good,Mendung,86,334.76,Optimal
EFC00261-3,PLAN0040-3,MINE_3,EQ031-3,Loader,2021-10-22,Good,Mendung,86,51.94,Optimal
EFC00262-2,PLAN0088-2,MINE_2,EQ004-2,Dump Truck,2021-10-22,Good,Mendung,83,1376.12,Optimal
EFC00263-1,PLAN0136-1,MINE_1,EQ041-1,Loader,2021-10-22,Good,Mendung,93,28.96,Optimal
EFC00264-3,PLAN0041-3,MINE_3,EQ009-3,Loader,2021-11-01,Good,Hujan ringan,98,27.41,Moderate Weather Impact
EFC00265-2,PLAN0089-2,MINE_2,EQ024-2,Loader,2021-11-01,Good,Mendung,71,60.62,Optimal
EFC00266-1,PLAN0137-1,MINE_1,EQ043-1,Excavator,2021-11-01,Good,Mendung,82,44.43,Optimal
EFC00267-1,PLAN0138-1,MINE_1,EQ043-1,Excavator,2021-11-08,Fair,Mendung,86,45.88,Optimal
EFC00268-2,PLAN0090-2,MINE_2,EQ042-2,Dump Truck,2021-11-08,Good,Mendung,88,1636.8,Optimal
EFC00269-3,PLAN0042-3,MINE_3,EQ031-3,Loader,2021-11-08,Good,Mendung,95,44.08,Optimal
EFC00270-3,PLAN0043-3,MINE_3,EQ021-3,Excavator,2021-11-15,Good,Mendung,79,314.47,Optimal
EFC00271-2,PLAN0091-2,MINE_2,EQ029-2,Excavator,2021-11-15,Fair,Mendung,85,55.02,Optimal
EFC00272-1,PLAN0139-1,MINE_1,EQ005-1,Dump Truck,2021-11-15,Good,Mendung,77,1165.34,Optimal
EFC00273-2,PLAN0092-2,MINE_2,EQ029-2,Excavator,2021-11-22,Good,Mendung,75,50.87,Optimal
EFC00274-3,PLAN0044-3,MINE_3,EQ046-3,Dump Truck,2021-11-22,Fair,Mendung,79,1002.87,Optimal
EFC00275-1,PLAN0140-1,MINE_1,EQ047-1,Excavator,2021-11-22,Fair,Mendung,87,242.58,Optimal
EFC00276-1,PLAN0141-1,MINE_1,EQ006-1,Dump Truck,2021-12-01,Good,Mendung,76,964.66,Optimal
EFC00277-2,PLAN0093-2,MINE_2,EQ004-2,Dump Truck,2021-12-01,Fair,Mendung,92,1335.78,Optimal
EFC00278-3,PLAN0045-3,MINE_3,EQ031-3,Loader,2021-12-01,Fair,Mendung,80,40.15,Optimal
EFC00279-1,PLAN0142-1,MINE_1,EQ020-1,Excavator,2021-12-08,Good,Mendung,82,7.5,Optimal
EFC00280-2,PLAN0094-2,MINE_2,EQ004-2,Dump Truck,2021-12-08,Good,Mendung,71,1276.94,Optimal
EFC00281-3,PLAN0046-3,MINE_3,EQ021-3,Excavator,2021-12-08,Good,Mendung,97,326.75,Optimal
EFC00282-2,PLAN0095-2,MINE_2,EQ028-2,Loader,2021-12-15,Fair,Mendung,74,16.53,Optimal
EFC00283-3,PLAN0047-3,MINE_3,EQ031-3,Loader,2021-12-15,Good,Mendung,96,53.55,Optimal
EFC00284-1,PLAN0143-1,MINE_1,EQ027-1,Excavator,2021-12-15,Good,Mendung,83,298.49,Optimal
EFC00285-3,PLAN0048-3,MINE_3,EQ021-3,Excavator,2021-12-22,Fair,Mendung,88,329.84,Optimal
EFC00286-1,PLAN0144-1,MINE_1,EQ045-1,Excavator,2021-12-22,Fair,Mendung,81,5.07,Optimal
EFC00287-2,PLAN0096-2,MINE_2,EQ040-2,Dump Truck,2021-12-22,Fair,Mendung,79,902.47,Optimal
EFC00288-4,PLAN0001-4,MINE_4,EQ010-4,Dump Truck,2022-01-01,Fair,Mendung,92,1052.61,Optimal
EFC00289-3,PLAN0049-3,MINE_3,EQ031-3,Loader,2022-01-01,Good,Mendung,87,52.66,Optimal
EFC00290-2,PLAN0097-2,MINE_2,EQ028-2,Loader,2022-01-01,Good,Mendung,83,16.15,Optimal
EFC00291-1,PLAN0145-1,MINE_1,EQ015-1,Excavator,2022-01-01,Fair,Mendung,84,68.79,Optimal
EFC00292-3,PLAN0050-3,MINE_3,EQ021-3,Excavator,2022-01-08,Good,Mendung,84,247.09,Optimal
EFC00293-2,PLAN0098-2,MINE_2,EQ018-2,Excavator,2022-01-08,Fair,Mendung,71,17.63,Optimal
EFC00294-4,PLAN0002-4,MINE_4,EQ003-4,Dump Truck,2022-01-08,Good,Mendung,79,1496.56,Optimal
EFC00295-1,PLAN0146-1,MINE_1,EQ033-1,Loader,2022-01-08,Good,Mendung,70,18.83,Optimal
EFC00296-3,PLAN0051-3,MINE_3,EQ021-3,Excavator,2022-01-15,Fair,Mendung,95,277.18,Optimal
EFC00297-2,PLAN0099-2,MINE_2,EQ040-2,Dump Truck,2022-01-15,Good,Mendung,93,1474.62,Optimal
EFC00298-1,PLAN0147-1,MINE_1,EQ033-1,Loader,2022-01-15,Good,Mendung,78,20.02,Optimal
EFC00299-4,PLAN0003-4,MINE_4,EQ010-4,Dump Truck,2022-01-15,Fair,Mendung,74,1274.65,Optimal
EFC00300-1,PLAN0148-1,MINE_1,EQ045-1,Excavator,2022-01-22,Fair,Mendung,70,5.66,Optimal
EFC00301-2,PLAN0100-2,MINE_2,EQ029-2,Excavator,2022-01-22,Fair,Mendung,94,59.72,Optimal
EFC00302-3,PLAN0052-3,MINE_3,EQ046-3,Dump Truck,2022-01-22,Good,Mendung,92,1573.69,Optimal
EFC00303-4,PLAN0004-4,MINE_4,EQ026-4,Excavator,2022-01-22,Good,Mendung,98,176.02,Optimal
EFC00304-1,PLAN0149-1,MINE_1,EQ023-1,Excavator,2022-02-01,Good,Mendung,87,63.44,Optimal
EFC00305-4,PLAN0005-4,MINE_4,EQ010-4,Dump Truck,2022-02-01,Good,Mendung,84,1195.54,Optimal
EFC00306-2,PLAN0101-2,MINE_2,EQ029-2,Excavator,2022-02-01,Fair,Mendung,91,42.23,Optimal
EFC00307-3,PLAN0053-3,MINE_3,EQ021-3,Excavator,2022-02-01,Good,Mendung,97,398.37,Optimal
EFC00308-4,PLAN0006-4,MINE_4,EQ036-4,Loader,2022-02-08,Good,Mendung,82,86.02,Optimal
EFC00309-2,PLAN0102-2,MINE_2,EQ025-2,Excavator,2022-02-08,Good,Mendung,99,250.79,Optimal
EFC00310-3,PLAN0054-3,MINE_3,EQ039-3,Excavator,2022-02-08,Good,Mendung,73,46.12,Optimal
EFC00311-1,PLAN0150-1,MINE_1,EQ047-1,Excavator,2022-02-08,Fair,Mendung,74,183.78,Optimal
EFC00312-2,PLAN0103-2,MINE_2,EQ028-2,Loader,2022-02-15,Good,Mendung,95,22.28,Optimal
EFC00313-4,PLAN0007-4,MINE_4,EQ036-4,Loader,2022-02-15,Good,Mendung,75,59.46,Optimal
EFC00314-1,PLAN0151-1,MINE_1,EQ050-1,Dump Truck,2022-02-15,Good,Mendung,92,1462.82,Optimal
EFC00315-3,PLAN0055-3,MINE_3,EQ031-3,Loader,2022-02-15,Good,Mendung,82,44.61,Optimal
EFC00316-2,PLAN0104-2,MINE_2,EQ049-2,Loader,2022-02-22,Good,Mendung,70,27.8,Optimal
EFC00317-1,PLAN0152-1,MINE_1,EQ047-1,Excavator,2022-02-22,Good,Mendung,95,250.08,Optimal
EFC00318-4,PLAN0008-4,MINE_4,EQ026-4,Excavator,2022-02-22,Fair,Mendung,98,154.58,Optimal
EFC00319-3,PLAN0056-3,MINE_3,EQ009-3,Loader,2022-02-22,Good,Mendung,86,17.76,Optimal
EFC00320-3,PLAN0057-3,MINE_3,EQ031-3,Loader,2022-03-01,Fair,Mendung,81,50.15,Optimal
EFC00321-2,PLAN0105-2,MINE_2,EQ004-2,Dump Truck,2022-03-01,Good,Mendung,89,1569.46,Optimal
EFC00322-1,PLAN0153-1,MINE_1,EQ041-1,Loader,2022-03-01,Good,Mendung,79,34.59,Optimal
EFC00323-4,PLAN0009-4,MINE_4,EQ013-4,Dump Truck,2022-03-01,Good,Mendung,85,729.57,Optimal
EFC00324-1,PLAN0154-1,MINE_1,EQ045-1,Excavator,2022-03-08,Good,Mendung,99,9.43,Optimal
EFC00325-4,PLAN0010-4,MINE_4,EQ003-4,Dump Truck,2022-03-08,Good,Mendung,99,1566.51,Optimal
EFC00326-3,PLAN0058-3,MINE_3,EQ009-3,Loader,2022-03-08,Good,Mendung,75,18.71,Optimal
EFC00327-2,PLAN0106-2,MINE_2,EQ029-2,Excavator,2022-03-08,Fair,Mendung,94,62.68,Optimal
EFC00328-3,PLAN0059-3,MINE_3,EQ021-3,Excavator,2022-03-15,Fair,Mendung,77,195.88,Optimal
EFC00329-1,PLAN0155-1,MINE_1,EQ030-1,Excavator,2022-03-15,Good,Mendung,74,169.22,Optimal
EFC00330-4,PLAN0011-4,MINE_4,EQ010-4,Dump Truck,2022-03-15,Good,Mendung,74,928.71,Optimal
EFC00331-2,PLAN0107-2,MINE_2,EQ025-2,Excavator,2022-03-15,Good,Mendung,97,248.69,Optimal
EFC00332-2,PLAN0108-2,MINE_2,EQ029-2,Excavator,2022-03-22,Fair,Mendung,84,36.94,Optimal
EFC00333-4,PLAN0012-4,MINE_4,EQ036-4,Loader,2022-03-22,Fair,Mendung,78,64.58,Optimal
EFC00334-3,PLAN0060-3,MINE_3,EQ039-3,Excavator,2022-03-22,Good,Berawan,99,55.36,Optimal
EFC00335-1,PLAN0156-1,MINE_1,EQ037-1,Excavator,2022-03-22,Good,Mendung,99,37.33,Optimal
EFC00336-2,PLAN0109-2,MINE_2,EQ018-2,Excavator,2022-04-01,Fair,Mendung,93,25.89,Optimal
EFC00337-4,PLAN0013-4,MINE_4,EQ003-4,Dump Truck,2022-04-01,Good,Mendung,72,1236.9,Optimal
EFC00338-3,PLAN0061-3,MINE_3,EQ046-3,Dump Truck,2022-04-01,Good,Mendung,79,1265.02,Optimal
EFC00339-1,PLAN0157-1,MINE_1,EQ041-1,Loader,2022-04-01,Good,Mendung,81,28.44,Optimal
EFC00340-4,PLAN0014-4,MINE_4,EQ003-4,Dump Truck,2022-04-08,Good,Mendung,76,1543.27,Optimal
EFC00341-2,PLAN0110-2,MINE_2,EQ049-2,Loader,2022-04-08,Good,Mendung,98,43.71,Optimal
EFC00342-3,PLAN0062-3,MINE_3,EQ039-3,Excavator,2022-04-08,Fair,Mendung,90,51.84,Optimal
EFC00343-1,PLAN0158-1,MINE_1,EQ023-1,Excavator,2022-04-08,Fair,Mendung,87,49.83,Optimal
EFC00344-4,PLAN0015-4,MINE_4,EQ036-4,Loader,2022-04-15,Good,Mendung,78,97.73,Optimal
EFC00345-3,PLAN0063-3,MINE_3,EQ046-3,Dump Truck,2022-04-15,Fair,Mendung,90,1308.08,Optimal
EFC00346-2,PLAN0111-2,MINE_2,EQ004-2,Dump Truck,2022-04-15,Good,Mendung,97,2038.82,Optimal
EFC00347-1,PLAN0159-1,MINE_1,EQ041-1,Loader,2022-04-15,Fair,Mendung,93,27.09,Optimal
EFC00348-3,PLAN0064-3,MINE_3,EQ046-3,Dump Truck,2022-04-22,Fair,Mendung,80,1220.07,Optimal
EFC00349-4,PLAN0016-4,MINE_4,EQ003-4,Dump Truck,2022-04-22,Good,Mendung,95,1987.32,Optimal
EFC00350-2,PLAN0112-2,MINE_2,EQ028-2,Loader,2022-04-22,Good,Mendung,79,18.19,Optimal
EFC00351-1,PLAN0160-1,MINE_1,EQ047-1,Excavator,2022-04-22,Good,Mendung,76,249.98,Optimal
EFC00352-2,PLAN0113-2,MINE_2,EQ001-2,Loader,2022-05-01,Good,Mendung,71,64.44,Optimal
EFC00353-1,PLAN0161-1,MINE_1,EQ007-1,Dump Truck,2022-05-01,Good,Mendung,93,1401.93,Optimal
EFC00354-4,PLAN0017-4,MINE_4,EQ026-4,Excavator,2022-05-01,Good,Mendung,96,178.05,Optimal
EFC00355-3,PLAN0065-3,MINE_3,EQ009-3,Loader,2022-05-01,Good,Mendung,95,24.92,Optimal
EFC00356-1,PLAN0162-1,MINE_1,EQ047-1,Excavator,2022-05-08,Fair,Mendung,80,218.37,Optimal
EFC00357-3,PLAN0066-3,MINE_3,EQ009-3,Loader,2022-05-08,Good,Berawan,85,24.49,Optimal
EFC00358-4,PLAN0018-4,MINE_4,EQ036-4,Loader,2022-05-08,Fair,Mendung,75,52.22,Optimal
EFC00359-2,PLAN0114-2,MINE_2,EQ001-2,Loader,2022-05-08,Fair,Mendung,76,58.1,Optimal
EFC00360-3,PLAN0067-3,MINE_3,EQ031-3,Loader,2022-05-15,Good,Mendung,82,50.3,Optimal
EFC00361-1,PLAN0163-1,MINE_1,EQ023-1,Excavator,2022-05-15,Good,Mendung,72,41.7,Optimal
EFC00362-2,PLAN0115-2,MINE_2,EQ048-2,Loader,2022-05-15,Good,Mendung,81,24.7,Optimal
EFC00363-4,PLAN0019-4,MINE_4,EQ026-4,Excavator,2022-05-15,Good,Mendung,86,132.84,Optimal
EFC00364-2,PLAN0116-2,MINE_2,EQ018-2,Excavator,2022-05-22,Fair,Mendung,81,23.5,Optimal
EFC00365-4,PLAN0020-4,MINE_4,EQ026-4,Excavator,2022-05-22,Good,Mendung,96,217.21,Optimal
EFC00366-1,PLAN0164-1,MINE_1,EQ017-1,Loader,2022-05-22,Good,Mendung,86,33.58,Optimal
EFC00367-3,PLAN0068-3,MINE_3,EQ031-3,Loader,2022-05-22,Good,Mendung,80,49.48,Optimal
EFC00368-1,PLAN0165-1,MINE_1,EQ017-1,Loader,2022-06-01,Good,Berawan,71,27.84,Optimal
EFC00369-4,PLAN0021-4,MINE_4,EQ010-4,Dump Truck,2022-06-01,Good,Berawan,98,1258.74,Optimal
EFC00370-3,PLAN0069-3,MINE_3,EQ009-3,Loader,2022-06-01,Good,Hujan ringan,79,16.03,Moderate Weather Impact
EFC00371-2,PLAN0117-2,MINE_2,EQ049-2,Loader,2022-06-01,Good,Mendung,98,47.02,Optimal
EFC00372-4,PLAN0022-4,MINE_4,EQ026-4,Excavator,2022-06-08,Good,Mendung,85,130.7,Optimal
EFC00373-2,PLAN0118-2,MINE_2,EQ048-2,Loader,2022-06-08,Good,Mendung,86,36.55,Optimal
EFC00374-3,PLAN0070-3,MINE_3,EQ009-3,Loader,2022-06-08,Good,Mendung,72,20.71,Optimal
EFC00375-1,PLAN0166-1,MINE_1,EQ017-1,Loader,2022-06-08,Good,Mendung,73,26.77,Optimal
EFC00376-2,PLAN0119-2,MINE_2,EQ040-2,Dump Truck,2022-06-15,Good,Mendung,70,968.9,Optimal
EFC00377-1,PLAN0167-1,MINE_1,EQ020-1,Excavator,2022-06-15,Good,Mendung,92,5.95,Optimal
EFC00378-4,PLAN0023-4,MINE_4,EQ013-4,Dump Truck,2022-06-15,Fair,Mendung,72,800.1,Optimal
EFC00379-3,PLAN0071-3,MINE_3,EQ009-3,Loader,2022-06-15,Good,Mendung,72,15.96,Optimal
EFC00380-2,PLAN0120-2,MINE_2,EQ004-2,Dump Truck,2022-06-22,Good,Mendung,75,1495.9,Optimal
EFC00381-4,PLAN0024-4,MINE_4,EQ010-4,Dump Truck,2022-06-22,Good,Mendung,75,1063.05,Optimal
EFC00382-1,PLAN0168-1,MINE_1,EQ050-1,Dump Truck,2022-06-22,Good,Mendung,71,978.96,Optimal
EFC00383-3,PLAN0072-3,MINE_3,EQ039-3,Excavator,2022-06-22,Fair,Mendung,91,57.0,Optimal
EFC00384-2,PLAN0121-2,MINE_2,EQ018-2,Excavator,2022-07-01,Good,Mendung,84,26.63,Optimal
EFC00385-1,PLAN0169-1,MINE_1,EQ027-1,Excavator,2022-07-01,Fair,Mendung,79,205.99,Optimal
EFC00386-4,PLAN0025-4,MINE_4,EQ003-4,Dump Truck,2022-07-01,Fair,Mendung,78,1315.73,Optimal
EFC00387-3,PLAN0073-3,MINE_3,EQ039-3,Excavator,2022-07-01,Fair,Mendung,71,42.28,Optimal
EFC00388-3,PLAN0074-3,MINE_3,EQ009-3,Loader,2022-07-08,Good,Mendung,90,16.96,Optimal
EFC00389-1,PLAN0170-1,MINE_1,EQ050-1,Dump Truck,2022-07-08,Good,Mendung,73,1220.72,Optimal
EFC00390-4,PLAN0026-4,MINE_4,EQ003-4,Dump Truck,2022-07-08,Fair,Berawan,73,1371.99,Optimal
EFC00391-2,PLAN0122-2,MINE_2,EQ028-2,Loader,2022-07-08,Good,Mendung,92,20.27,Optimal
EFC00392-3,PLAN0075-3,MINE_3,EQ046-3,Dump Truck,2022-07-15,Good,Mendung,88,1498.24,Optimal
EFC00393-1,PLAN0171-1,MINE_1,EQ016-1,Dump Truck,2022-07-15,Good,Berawan,85,1636.85,Optimal
EFC00394-4,PLAN0027-4,MINE_4,EQ013-4,Dump Truck,2022-07-15,Good,Mendung,92,790.1,Optimal
EFC00395-2,PLAN0123-2,MINE_2,EQ029-2,Excavator,2022-07-15,Fair,Mendung,92,56.96,Optimal
EFC00396-1,PLAN0172-1,MINE_1,EQ022-1,Excavator,2022-07-22,Good,Mendung,81,56.43,Optimal
EFC00397-4,PLAN0028-4,MINE_4,EQ013-4,Dump Truck,2022-07-22,Fair,Mendung,78,887.69,Optimal
EFC00398-2,PLAN0124-2,MINE_2,EQ042-2,Dump Truck,2022-07-22,Good,Mendung,82,1585.91,Optimal
EFC00399-3,PLAN0076-3,MINE_3,EQ046-3,Dump Truck,2022-07-22,Good,Mendung,92,1547.59,Optimal
EFC00400-3,PLAN0077-3,MINE_3,EQ009-3,Loader,2022-08-01,Good,Mendung,79,17.93,Optimal
EFC00401-4,PLAN0029-4,MINE_4,EQ036-4,Loader,2022-08-01,Good,Mendung,91,100.48,Optimal
EFC00402-2,PLAN0125-2,MINE_2,EQ042-2,Dump Truck,2022-08-01,Good,Mendung,77,1594.84,Optimal
EFC00403-1,PLAN0173-1,MINE_1,EQ041-1,Loader,2022-08-01,Fair,Mendung,83,36.65,Optimal
EFC00404-2,PLAN0126-2,MINE_2,EQ004-2,Dump Truck,2022-08-08,Fair,Mendung,76,1241.2,Optimal
EFC00405-4,PLAN0030-4,MINE_4,EQ036-4,Loader,2022-08-08,Good,Mendung,87,98.61,Optimal
EFC00406-1,PLAN0174-1,MINE_1,EQ027-1,Excavator,2022-08-08,Good,Mendung,96,322.33,Optimal
EFC00407-3,PLAN0078-3,MINE_3,EQ009-3,Loader,2022-08-08,Good,Berawan,73,17.17,Optimal
EFC00408-3,PLAN0079-3,MINE_3,EQ031-3,Loader,2022-08-15,Good,Mendung,92,43.4,Optimal
EFC00409-4,PLAN0031-4,MINE_4,EQ003-4,Dump Truck,2022-08-15,Good,Berawan,95,1352.92,Optimal
EFC00410-2,PLAN0127-2,MINE_2,EQ040-2,Dump Truck,2022-08-15,Good,Mendung,92,1250.33,Optimal
EFC00411-1,PLAN0175-1,MINE_1,EQ005-1,Dump Truck,2022-08-15,Fair,Berawan,87,1344.17,Optimal
EFC00412-3,PLAN0080-3,MINE_3,EQ046-3,Dump Truck,2022-08-22,Good,Mendung,70,791.78,Optimal
EFC00413-4,PLAN0032-4,MINE_4,EQ036-4,Loader,2022-08-22,Good,Mendung,75,66.1,Optimal
EFC00414-2,PLAN0128-2,MINE_2,EQ029-2,Excavator,2022-08-22,Fair,Mendung,76,46.11,Optimal
EFC00415-1,PLAN0176-1,MINE_1,EQ020-1,Excavator,2022-08-22,Good,Mendung,97,6.72,Optimal
EFC00416-4,PLAN0033-4,MINE_4,EQ036-4,Loader,2022-09-01,Good,Mendung,98,107.71,Optimal
EFC00417-2,PLAN0129-2,MINE_2,EQ025-2,Excavator,2022-09-01,Good,Mendung,92,326.97,Optimal
EFC00418-1,PLAN0177-1,MINE_1,EQ038-1,Loader,2022-09-01,Good,Mendung,93,73.93,Optimal
EFC00419-3,PLAN0081-3,MINE_3,EQ046-3,Dump Truck,2022-09-01,Good,Mendung,80,1148.35,Optimal
EFC00420-1,PLAN0178-1,MINE_1,EQ037-1,Excavator,2022-09-08,Good,Mendung,84,38.24,Optimal
EFC00421-4,PLAN0034-4,MINE_4,EQ013-4,Dump Truck,2022-09-08,Good,Mendung,99,953.88,Optimal
EFC00422-3,PLAN0082-3,MINE_3,EQ039-3,Excavator,2022-09-08,Fair,Mendung,88,59.47,Optimal
EFC00423-2,PLAN0130-2,MINE_2,EQ025-2,Excavator,2022-09-08,Good,Mendung,79,245.96,Optimal
EFC00424-2,PLAN0131-2,MINE_2,EQ042-2,Dump Truck,2022-09-15,Good,Mendung,87,1987.6,Optimal
EFC00425-1,PLAN0179-1,MINE_1,EQ043-1,Excavator,2022-09-15,Good,Mendung,93,51.7,Optimal
EFC00426-3,PLAN0083-3,MINE_3,EQ021-3,Excavator,2022-09-15,Good,Mendung,87,263.68,Optimal
EFC00427-4,PLAN0035-4,MINE_4,EQ010-4,Dump Truck,2022-09-15,Good,Mendung,72,1095.62,Optimal
EFC00428-4,PLAN0036-4,MINE_4,EQ036-4,Loader,2022-09-22,Good,Mendung,78,74.72,Optimal
EFC00429-1,PLAN0180-1,MINE_1,EQ006-1,Dump Truck,2022-09-22,Good,Mendung,78,1253.87,Optimal
EFC00430-3,PLAN0084-3,MINE_3,EQ046-3,Dump Truck,2022-09-22,Good,Mendung,76,1167.61,Optimal
EFC00431-2,PLAN0132-2,MINE_2,EQ024-2,Loader,2022-09-22,Good,Mendung,77,44.87,Optimal
EFC00432-2,PLAN0133-2,MINE_2,EQ040-2,Dump Truck,2022-10-01,Fair,Mendung,84,1077.99,Optimal
EFC00433-1,PLAN0181-1,MINE_1,EQ005-1,Dump Truck,2022-10-01,Good,Mendung,71,1324.36,Optimal
EFC00434-3,PLAN0085-3,MINE_3,EQ046-3,Dump Truck,2022-10-01,Fair,Hujan ringan,73,820.37,Moderate Weather Impact
EFC00435-4,PLAN0037-4,MINE_4,EQ013-4,Dump Truck,2022-10-01,Good,Mendung,74,626.61,Optimal
EFC00436-3,PLAN0086-3,MINE_3,EQ009-3,Loader,2022-10-08,Good,Mendung,74,21.38,Optimal
EFC00437-4,PLAN0038-4,MINE_4,EQ026-4,Excavator,2022-10-08,Good,Mendung,76,126.79,Optimal
EFC00438-1,PLAN0182-1,MINE_1,EQ050-1,Dump Truck,2022-10-08,Fair,Mendung,81,1127.89,Optimal
EFC00439-2,PLAN0134-2,MINE_2,EQ040-2,Dump Truck,2022-10-08,Good,Mendung,87,1343.78,Optimal
EFC00440-1,PLAN0183-1,MINE_1,EQ023-1,Excavator,2022-10-15,Good,Mendung,79,48.27,Optimal
EFC00441-2,PLAN0135-2,MINE_2,EQ048-2,Loader,2022-10-15,Good,Mendung,76,34.0,Optimal
EFC00442-3,PLAN0087-3,MINE_3,EQ039-3,Excavator,2022-10-15,Good,Mendung,98,72.23,Optimal
EFC00443-4,PLAN0039-4,MINE_4,EQ003-4,Dump Truck,2022-10-15,Fair,Mendung,79,1255.83,Optimal
EFC00444-1,PLAN0184-1,MINE_1,EQ038-1,Loader,2022-10-22,Good,Mendung,70,55.52,Optimal
EFC00445-4,PLAN0040-4,MINE_4,EQ026-4,Excavator,2022-10-22,Good,Mendung,76,163.44,Optimal
EFC00446-2,PLAN0136-2,MINE_2,EQ025-2,Excavator,2022-10-22,Good,Mendung,95,269.51,Optimal
